"prod_id","product_id","product_name","segment","category","subcategory","unit_price"
2060,OFF-FA-10001561,Stockwell Push Pins,Consumer,Office Supplies,Fasteners,2.1800
2061,TEC-PH-10003645,Aastra 57i VoIP phone,Home Office,Technology,Phones,161.6100
2062,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Consumer,Office Supplies,Art,30.9800
2063,OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",Consumer,Office Supplies,Appliances,37.9200
2064,OFF-ST-10001476,Steel Personal Filing/Posting Tote,Home Office,Office Supplies,Storage,35.5100
2065,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Corporate,Furniture,Furnishings,20.2400
2066,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Consumer,Technology,Phones,149.9900
2067,FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Corporate,Furniture,Bookcases,430.9800
2068,OFF-AR-10004752,Blackstonian Pencils,Corporate,Office Supplies,Art,2.6700
2069,FUR-BO-10001608,"Hon Metal Bookcases, Black",Consumer,Furniture,Bookcases,70.9800
2070,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Home Office,Furniture,Bookcases,260.9800
2071,OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Consumer,Office Supplies,Binders,14.8400
2072,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Home Office,Office Supplies,Storage,32.4800
2073,OFF-PA-10002606,Xerox 1928,Corporate,Office Supplies,Paper,5.2800
2074,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Home Office,Technology,Accessories,90.0000
2075,TEC-PH-10003356,"SmartStand Mobile Device Holder, Assorted Colors",Corporate,Technology,Phones,6.9900
2076,FUR-CH-10002335,Hon GuestStacker Chair,Home Office,Furniture,Chairs,226.6700
2077,OFF-LA-10001474,Avery 477,Corporate,Office Supplies,Labels,30.5300
2078,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Home Office,Furniture,Furnishings,28.4800
2080,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Corporate,Technology,Phones,19.9900
2081,OFF-AR-10001972,Newell 323,Home Office,Office Supplies,Art,1.6800
2082,OFF-AR-10004956,Newell 33,Consumer,Office Supplies,Art,5.5800
2083,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Consumer,Office Supplies,Envelopes,83.9800
2084,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Corporate,Technology,Accessories,159.9900
2085,TEC-PH-10001128,Motorola Droid Maxx,Consumer,Technology,Phones,149.9900
2086,OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Consumer,Office Supplies,Storage,130.8700
2087,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Corporate,Office Supplies,Appliances,3.2500
2088,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Consumer,Office Supplies,Binders,8.8500
2089,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Consumer,Furniture,Furnishings,22.7200
2090,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Corporate,Office Supplies,Storage,33.2900
2091,OFF-FA-10001561,Stockwell Push Pins,Home Office,Office Supplies,Fasteners,2.1800
2092,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Home Office,Furniture,Furnishings,63.9400
2093,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Consumer,Technology,Phones,58.4900
2094,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Consumer,Office Supplies,Binders,3.9800
2095,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Corporate,Furniture,Furnishings,49.3400
2096,OFF-LA-10004545,Avery 50,Consumer,Office Supplies,Labels,12.5300
2097,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Consumer,Technology,Accessories,84.9900
2098,OFF-LA-10001074,Round Specialty Laser Printer Labels,Consumer,Office Supplies,Labels,12.5300
2099,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Consumer,Furniture,Bookcases,200.9800
2100,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Consumer,Office Supplies,Binders,24.9200
2101,FUR-FU-10001196,DAX Cubicle Frames - 8x10,Consumer,Furniture,Furnishings,5.7700
2102,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",Home Office,Office Supplies,Storage,210.5500
2103,OFF-AR-10004999,Newell 315,Consumer,Office Supplies,Art,5.9800
2104,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,Consumer,Office Supplies,Binders,7.2800
2105,FUR-FU-10001940,Staple-based wall hangings,Consumer,Furniture,Furnishings,7.9600
2106,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Home Office,Technology,Accessories,37.9900
2107,OFF-FA-10001754,Stockwell Gold Paper Clips,Home Office,Office Supplies,Fasteners,1.8400
2108,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Corporate,Furniture,Tables,218.7500
2109,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Home Office,Office Supplies,Storage,19.3100
2110,TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Consumer,Technology,Accessories,59.9900
2111,TEC-PH-10001336,Digium D40 VoIP phone,Home Office,Technology,Phones,128.9900
2112,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Home Office,Furniture,Furnishings,7.3800
2113,OFF-PA-10004735,Xerox 1905,Consumer,Office Supplies,Paper,6.4800
2114,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Home Office,Furniture,Furnishings,69.9600
2115,FUR-FU-10001935,"3M Hangers With Command Adhesive",Consumer,Furniture,Furnishings,3.7000
2116,OFF-BI-10002072,Cardinal Slant-D Ring Binders,Consumer,Office Supplies,Binders,8.6900
2117,FUR-FU-10001706,Longer-Life Soft White Bulbs,Corporate,Furniture,Furnishings,3.0800
2118,OFF-PA-10003309,Xerox 211,Home Office,Office Supplies,Paper,6.4800
2119,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Consumer,Office Supplies,Binders,15.1600
2120,OFF-SU-10004115,Acme Stainless Steel Office Snips,Consumer,Office Supplies,Supplies,7.2700
2121,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,Consumer,Technology,Machines,159.9900
2122,FUR-BO-10002598,"Hon Metal Bookcases, Putty",Home Office,Furniture,Bookcases,70.9800
2123,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Home Office,Office Supplies,Paper,8.3400
2124,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Consumer,Furniture,Furnishings,26.4800
2125,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Consumer,Office Supplies,Appliances,59.9800
2126,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Consumer,Office Supplies,Paper,10.0600
2127,OFF-LA-10002787,Avery 480,Home Office,Office Supplies,Labels,3.7500
2128,OFF-BI-10003350,Acco Expandable Hanging Binders,Home Office,Office Supplies,Binders,6.3800
2129,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",Corporate,Office Supplies,Art,4.2800
2130,TEC-AC-10001142,First Data FD10 PIN Pad,Consumer,Technology,Accessories,79.0000
2131,OFF-BI-10000829,Avery Non-Stick Binders,Corporate,Office Supplies,Binders,4.4900
2132,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Home Office,Furniture,Chairs,150.9800
2133,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Corporate,Technology,Phones,29.9900
2134,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Corporate,Furniture,Chairs,320.9800
2135,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Consumer,Office Supplies,Art,2.8800
2136,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Corporate,Technology,Accessories,329.9500
2137,OFF-PA-10001937,Xerox 21,Consumer,Office Supplies,Paper,6.4800
2138,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Corporate,Office Supplies,Binders,24.9200
2139,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Home Office,Office Supplies,Appliances,121.5800
2140,OFF-AR-10000369,Design Ebony Sketching Pencil,Corporate,Office Supplies,Art,1.3900
2141,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Consumer,Office Supplies,Binders,304.9900
2142,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Home Office,Technology,Phones,11.9600
2143,OFF-PA-10001800,Xerox 220,Consumer,Office Supplies,Paper,6.4800
2144,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Corporate,Office Supplies,Binders,120.9800
2145,OFF-EN-10001028,Staple envelope,Consumer,Office Supplies,Envelopes,11.9800
2146,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Consumer,Furniture,Tables,550.9800
2147,OFF-LA-10002034,Avery 478,Home Office,Office Supplies,Labels,4.9100
2148,OFF-AR-10000369,Design Ebony Sketching Pencil,Consumer,Office Supplies,Art,1.3900
2149,OFF-PA-10003039,Xerox 1960,Corporate,Office Supplies,Paper,30.9800
2150,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Corporate,Office Supplies,Binders,9.9800
2151,OFF-PA-10001826,Xerox 207,Home Office,Office Supplies,Paper,6.4800
2152,OFF-AR-10001547,Newell 311,Corporate,Office Supplies,Art,2.2100
2153,OFF-PA-10004451,Xerox 222,Corporate,Office Supplies,Paper,6.4800
2154,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Home Office,Office Supplies,Paper,11.5400
2155,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Consumer,Office Supplies,Binders,172.9900
2156,TEC-PH-10004531,AT&T CL2909,Consumer,Technology,Phones,125.9900
2157,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Home Office,Office Supplies,Binders,525.9800
2158,TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Corporate,Technology,Phones,31.0100
2159,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Corporate,Office Supplies,Art,5.9800
2160,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Consumer,Technology,Phones,16.9900
2161,OFF-BI-10002867,GBC Recycled Regency Composition Covers,Home Office,Office Supplies,Binders,59.7800
2162,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Consumer,Technology,Phones,54.9500
2163,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Consumer,Office Supplies,Binders,896.9900
2164,OFF-AR-10003190,Newell 32,Corporate,Office Supplies,Art,2.8800
2165,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Consumer,Office Supplies,Appliances,54.4800
2166,OFF-PA-10001593,Xerox 1947,Home Office,Office Supplies,Paper,5.9800
2167,TEC-PH-10000455,GE 30522EE2,Corporate,Technology,Phones,115.9900
2168,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Consumer,Office Supplies,Art,5.9800
2169,OFF-AR-10000255,Newell 328,Consumer,Office Supplies,Art,5.8400
2170,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Home Office,Furniture,Furnishings,5.2800
2171,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",Consumer,Office Supplies,Appliances,120.9800
2172,OFF-AP-10001394,Harmony Air Purifier,Home Office,Office Supplies,Appliances,189.0000
2173,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Corporate,Furniture,Chairs,218.0800
2174,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Corporate,Furniture,Chairs,200.9800
2175,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Home Office,Furniture,Furnishings,9.1400
2176,FUR-FU-10004351,Staple-based wall hangings,Home Office,Furniture,Furnishings,9.7400
2177,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Corporate,Office Supplies,Paper,7.4000
2178,OFF-AR-10002766,Prang Drawing Pencil Set,Corporate,Office Supplies,Art,2.7800
2179,FUR-FU-10003577,Nu-Dell Leatherette Frames,Consumer,Furniture,Furnishings,14.3400
2180,TEC-AC-10001908,Logitech Wireless Headset h800,Consumer,Technology,Accessories,99.9900
2181,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Home Office,Technology,Phones,29.9900
2182,FUR-TA-10004147,Hon 4060 Series Tables,Consumer,Furniture,Tables,111.9600
2183,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Consumer,Office Supplies,Fasteners,7.7800
2184,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Home Office,Office Supplies,Paper,37.9400
2185,OFF-SU-10004737,Acme Design Stainless Steel Bent Scissors,Consumer,Office Supplies,Supplies,6.8400
2186,OFF-ST-10001172,"Tennsco Lockers, Sand",Home Office,Office Supplies,Storage,20.9800
2187,TEC-CO-10003236,Canon Image Class D660 Copier,Consumer,Technology,Copiers,599.9900
2188,OFF-PA-10001526,Xerox 1949,Corporate,Office Supplies,Paper,4.9800
2189,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Home Office,Technology,Accessories,79.9900
2190,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Corporate,Office Supplies,Art,11.6600
2191,TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black,Consumer,Technology,Phones,284.8200
2192,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Consumer,Office Supplies,Paper,5.9800
2193,OFF-FA-10004248,Advantus T-Pin Paper Clips,Consumer,Office Supplies,Fasteners,4.5100
2194,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Corporate,Technology,Accessories,159.9900
2195,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Home Office,Office Supplies,Art,3.3400
2196,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Home Office,Technology,Phones,21.9900
2197,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Home Office,Office Supplies,Storage,21.3900
2198,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Consumer,Office Supplies,Binders,52.4000
2199,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Home Office,Office Supplies,Labels,3.0800
2200,OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Consumer,Office Supplies,Appliances,123.3800
2201,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Corporate,Office Supplies,Appliances,80.4800
2202,OFF-LA-10004484,Avery 476,Consumer,Office Supplies,Labels,4.1300
2203,OFF-AR-10001315,Newell 310,Home Office,Office Supplies,Art,1.7600
2204,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Home Office,Technology,Accessories,19.9900
2205,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Consumer,Technology,Phones,69.9900
2206,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Home Office,Furniture,Tables,424.2100
2207,OFF-PA-10000213,Xerox 198,Corporate,Office Supplies,Paper,4.9800
2208,OFF-LA-10000248,Avery 52,Consumer,Office Supplies,Labels,3.6900
2209,OFF-PA-10001970,Xerox 1881,Consumer,Office Supplies,Paper,12.2800
2210,OFF-PA-10001977,Xerox 194,Consumer,Office Supplies,Paper,55.4800
2211,TEC-AC-10004992,Kingston Digital DataTraveler 64GB USB 2.0,Home Office,Technology,Accessories,33.7800
2212,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Consumer,Office Supplies,Appliances,11.3300
2213,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Consumer,Furniture,Bookcases,57.9800
2214,OFF-PA-10001457,White GlueTop Scratch Pads,Corporate,Office Supplies,Paper,15.0400
2215,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Consumer,Office Supplies,Envelopes,7.6400
2216,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Consumer,Office Supplies,Binders,14.2700
2217,FUR-CH-10002961,"Leather Task Chair, Black",Consumer,Furniture,Chairs,90.9800
2218,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Corporate,Office Supplies,Paper,6.4800
2219,FUR-BO-10000362,Sauder Inglewood Library Bookcases,Corporate,Furniture,Bookcases,170.9800
2220,TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,Home Office,Technology,Machines,680.9000
2221,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Corporate,Office Supplies,Storage,16.7400
2222,OFF-AR-10002221,"12 Colored Short Pencils",Home Office,Office Supplies,Art,2.6000
2223,TEC-PH-10002584,Samsung Galaxy S4,Home Office,Technology,Phones,625.9900
2224,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Consumer,Office Supplies,Appliances,18.3200
2225,OFF-PA-10002558,Xerox 1938,Consumer,Office Supplies,Paper,47.9000
2226,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Corporate,Office Supplies,Envelopes,15.7400
2227,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Corporate,Technology,Accessories,15.0000
2228,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Home Office,Furniture,Furnishings,32.4800
2229,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Consumer,Furniture,Tables,348.2100
2230,FUR-FU-10003829,Stackable Trays,Consumer,Furniture,Furnishings,3.0800
2231,OFF-PA-10002160,Xerox 1978,Corporate,Office Supplies,Paper,5.7800
2232,OFF-ST-10002957,Sterilite Show Offs Storage Containers,Consumer,Office Supplies,Storage,5.2800
2233,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Corporate,Office Supplies,Envelopes,23.9900
2234,OFF-PA-10000675,Xerox 1919,Corporate,Office Supplies,Paper,40.9900
2235,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Corporate,Office Supplies,Binders,1270.9900
2236,TEC-PH-10004389,Nokia Lumia 925,Corporate,Technology,Phones,125.9900
2237,OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,Home Office,Office Supplies,Envelopes,5.9800
2238,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Home Office,Office Supplies,Storage,33.2900
2239,OFF-ST-10000876,Eldon Simplefile Box Office,Corporate,Office Supplies,Storage,12.4400
2240,OFF-FA-10002988,Ideal Clamps,Consumer,Office Supplies,Fasteners,2.0100
2241,OFF-BI-10004632,GBC Binding covers,Consumer,Office Supplies,Binders,12.9500
2242,OFF-AP-10002082,Holmes HEPA Air Purifier,Corporate,Office Supplies,Appliances,21.7800
2243,OFF-AP-10000696,Holmes Odor Grabber,Home Office,Office Supplies,Appliances,14.4200
2244,OFF-AR-10003651,Newell 350,Consumer,Office Supplies,Art,3.2800
2245,OFF-LA-10003714,Avery 510,Corporate,Office Supplies,Labels,3.7500
2246,OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Corporate,Office Supplies,Binders,5.8000
2247,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Corporate,Furniture,Furnishings,12.2000
2248,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Home Office,Office Supplies,Binders,5.3800
2249,OFF-PA-10001878,Xerox 1891,Corporate,Office Supplies,Paper,48.9100
2250,OFF-ST-10001325,Sterilite Officeware Hinged File Box,Corporate,Office Supplies,Storage,10.4800
2251,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Corporate,Office Supplies,Art,3.3400
2252,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Home Office,Technology,Copiers,3499.9900
2253,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Consumer,Office Supplies,Storage,181.4600
2254,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Home Office,Furniture,Tables,212.6000
2255,OFF-BI-10001543,GBC VeloBinder Manual Binding System,Home Office,Office Supplies,Binders,35.9900
2256,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Home Office,Office Supplies,Art,48.2000
2257,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Home Office,Furniture,Chairs,50.9800
2258,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Home Office,Office Supplies,Storage,140.8500
2259,FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Consumer,Furniture,Furnishings,19.7800
2260,TEC-MA-10003173,Hewlett-Packard 300S Scientific Calculator,Home Office,Technology,Machines,13.1100
2261,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Home Office,Office Supplies,Appliances,4.4800
2262,OFF-PA-10002787,Xerox 227,Consumer,Office Supplies,Paper,6.4800
2263,FUR-BO-10001608,"Hon Metal Bookcases, Black",Corporate,Furniture,Bookcases,70.9800
2264,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Corporate,Technology,Phones,349.9900
2265,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Corporate,Furniture,Furnishings,6.9800
2266,OFF-AP-10001366,Staple holder,Home Office,Office Supplies,Appliances,10.9800
2267,OFF-PA-10002968,Xerox 1973,Consumer,Office Supplies,Paper,22.8400
2268,OFF-ST-10000760,Eldon Fold 'N Roll Cart System,Consumer,Office Supplies,Storage,13.9800
2269,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Home Office,Technology,Phones,149.9900
2270,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Corporate,Office Supplies,Paper,6.4500
2271,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Consumer,Furniture,Furnishings,26.4800
2272,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Home Office,Office Supplies,Appliances,54.4800
2273,FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Corporate,Furniture,Furnishings,78.6900
2274,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Corporate,Technology,Accessories,30.1900
2275,FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Home Office,Furniture,Tables,286.8500
2276,OFF-PA-10004355,Xerox 231,Home Office,Office Supplies,Paper,6.4800
2277,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Consumer,Furniture,Tables,151.9900
2278,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Home Office,Office Supplies,Binders,21.3800
2279,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Corporate,Office Supplies,Binders,8.0400
2280,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Home Office,Office Supplies,Art,16.9800
2281,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Corporate,Technology,Machines,380.0000
2282,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Consumer,Furniture,Bookcases,57.9800
2283,OFF-BI-10004492,Tuf-Vin Binders,Consumer,Office Supplies,Binders,31.5800
2284,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Home Office,Furniture,Chairs,320.9800
2285,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Home Office,Office Supplies,Art,37.4400
2286,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Corporate,Furniture,Furnishings,50.9800
2287,OFF-ST-10003221,Staple magnet,Corporate,Office Supplies,Storage,10.6800
2288,OFF-BI-10004465,Avery Durable Slant Ring Binders,Corporate,Office Supplies,Binders,7.9200
2289,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Corporate,Technology,Accessories,69.0000
2290,OFF-BI-10003669,"3M Organizer Strips",Consumer,Office Supplies,Binders,5.4000
2291,OFF-PA-10003309,Xerox 211,Corporate,Office Supplies,Paper,6.4800
2292,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Corporate,Technology,Accessories,14.5000
2293,FUR-TA-10002645,Hon Rectangular Conference Tables,Home Office,Furniture,Tables,227.5500
2294,OFF-BI-10001071,GBC ProClick Punch Binding System,Home Office,Office Supplies,Binders,63.9800
2295,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Corporate,Furniture,Chairs,150.9800
2296,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Corporate,Furniture,Furnishings,4.1400
2297,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Corporate,Furniture,Furnishings,19.2300
2298,FUR-TA-10002533,BPI Conference Tables,Consumer,Furniture,Tables,146.0500
2299,OFF-PA-10000565,Easy-staple paper,Corporate,Office Supplies,Paper,55.9800
2300,OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",Corporate,Office Supplies,Storage,110.9800
2301,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Consumer,Technology,Phones,52.4900
2302,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Corporate,Office Supplies,Binders,20.9800
2303,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Corporate,Technology,Phones,52.9900
2304,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Home Office,Furniture,Bookcases,58.1400
2305,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Consumer,Office Supplies,Envelopes,35.9400
2306,OFF-BI-10004632,GBC Binding covers,Corporate,Office Supplies,Binders,12.9500
2307,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Consumer,Office Supplies,Paper,4.2000
2308,OFF-BI-10000301,GBC Instant Report Kit,Corporate,Office Supplies,Binders,6.4700
2309,OFF-AP-10001394,Harmony Air Purifier,Corporate,Office Supplies,Appliances,189.0000
2310,TEC-AC-10004145,Logitech diNovo Edge Keyboard,Corporate,Technology,Accessories,249.9900
2311,OFF-BI-10004187,"3-ring staple pack",Consumer,Office Supplies,Binders,1.8800
2312,OFF-PA-10002005,Xerox 225,Consumer,Office Supplies,Paper,6.4800
2313,FUR-CH-10000595,Safco Contoured Stacking Chairs,Corporate,Furniture,Chairs,238.4000
2314,OFF-FA-10004076,Translucent Push Pins by OIC,Consumer,Office Supplies,Fasteners,1.9800
